id,hashtag,timestamp,like_count,comments_count,engagement,hour,time_of_day,day_of_week,cluster
76544971004594495_6994281686,#AppleEvent2025,2025-09-28 18:00:00,721,28,749,18,evening,Sunday,1
00580256584651839_2205863882,#AppleEvent2025,2025-10-05 00:00:00,109,5,114,0,night,Sunday,0
10671674159332189_6144524330,#AppleEvent2025,2025-09-27 02:00:00,96,4,100,2,night,Saturday,0
45580296518039615_9103463371,#AppleEvent2025,2025-07-31 01:00:00,126,3,129,1,night,Thursday,0
98536750510775603_6428418053,#AppleEvent2025,2025-09-13 05:00:00,318,8,326,5,night,Saturday,0
16126994084488229_2884451122,#AppleEvent2025,2025-07-15 05:00:00,136,4,140,5,night,Tuesday,0
28520439476902885_3339585662,#AppleEvent2025,2025-07-28 09:00:00,49,2,51,9,morning,Monday,0
03844831341329020_2375192493,#AppleEvent2025,2025-09-18 17:00:00,396,16,412,17,afternoon,Thursday,1
41703585869324134_2877037071,#AppleEvent2025,2025-08-10 16:00:00,796,27,823,16,afternoon,Sunday,1
63750350271727133_2779637166,#AppleEvent2025,2025-08-21 08:00:00,217,9,226,8,morning,Thursday,0
13519788312537718_4679445882,#AppleEvent2025,2025-09-29 15:00:00,177,7,184,15,afternoon,Monday,0
09720069900866189_8135504908,#AppleEvent2025,2025-10-02 05:00:00,309,9,318,5,night,Thursday,0
45856107890484802_2042470578,#AppleEvent2025,2025-09-14 08:00:00,210,8,218,8,morning,Sunday,0
49407826392020177_0033824950,#AppleEvent2025,2025-09-04 07:00:00,43,1,44,7,morning,Thursday,0
01636197158626116_2337686940,#AppleEvent2025,2025-10-07 20:00:00,73,3,76,20,evening,Tuesday,0
64405775147470812_1895928000,#AppleEvent2025,2025-10-08 03:00:00,293,10,303,3,night,Wednesday,0
97881050636258665_6161049240,#AppleEvent2025,2025-09-29 04:00:00,554,15,569,4,night,Monday,1
87650891866198946_2392995150,#AppleEvent2025,2025-09-02 09:00:00,68,1,69,9,morning,Tuesday,0
30858036519033759_1583737340,#AppleEvent2025,2025-08-20 21:00:00,78,1,79,21,evening,Wednesday,0
38596622684332083_1507634706,#AppleEvent2025,2025-09-03 00:00:00,982,24,1006,0,night,Wednesday,1
27186323660838066_5834311682,#AppleEvent2025,2025-09-17 00:00:00,107,2,109,0,night,Wednesday,0
53864323477477846_0626159233,#AppleEvent2025,2025-09-29 23:00:00,504,14,518,23,evening,Monday,1
64665272218641575_5583303936,#AppleEvent2025,2025-09-25 04:00:00,334,11,345,4,night,Thursday,0
96181033977550415_0451548133,#AppleEvent2025,2025-09-09 09:00:00,114,0,114,9,morning,Tuesday,0
49193708721166369_9490907514,#AppleEvent2025,2025-07-26 21:00:00,344,0,344,21,evening,Saturday,0
96792977072492003_6597398175,#AppleEvent2025,2025-10-01 04:00:00,83,2,85,4,night,Wednesday,0
34127103688718643_3496478189,#AppleEvent2025,2025-09-04 14:00:00,107,1,108,14,afternoon,Thursday,0
10857583962668484_3973104758,#AppleEvent2025,2025-09-14 22:00:00,286,12,298,22,evening,Sunday,0
43117481405179202_8139864515,#AppleEvent2025,2025-09-10 00:00:00,1311,40,1351,0,night,Wednesday,2
87792967755102699_2910738079,#AppleEvent2025,2025-10-02 21:00:00,44,1,45,21,evening,Thursday,0
44361972048902656_4683714055,#AppleEvent2025,2025-08-23 20:00:00,248,6,254,20,evening,Saturday,0
91977542935506003_4275170054,#AppleEvent2025,2025-09-19 11:00:00,152,10,162,11,morning,Friday,0
34507284216616064_6769645605,#AppleEvent2025,2025-08-11 09:00:00,113,5,118,9,morning,Monday,0
17953635965453274_4335685406,#AppleEvent2025,2025-09-30 11:00:00,251,9,260,11,morning,Tuesday,0
54387790888510659_2158978214,#AppleEvent2025,2025-10-03 23:00:00,120,2,122,23,evening,Friday,0
39275984383793565_9120849412,#AppleEvent2025,2025-09-17 10:00:00,143,4,147,10,morning,Wednesday,0
73820936830665013_6692380635,#AppleEvent2025,2025-09-28 05:00:00,206,9,215,5,night,Sunday,0
47763507557524627_4395254559,#AppleEvent2025,2025-09-05 05:00:00,150,5,155,5,night,Friday,0
07496678383525844_7254008785,#AppleEvent2025,2025-10-06 03:00:00,439,0,439,3,night,Monday,1
32483188253866402_1834346843,#AppleEvent2025,2025-09-23 04:00:00,184,7,191,4,night,Tuesday,0
38769205707281447_1515359866,#AppleEvent2025,2025-08-23 03:00:00,192,7,199,3,night,Saturday,0
93956407732745056_8287988715,#AppleEvent2025,2025-09-22 10:00:00,278,15,293,10,morning,Monday,0
49034056436282371_5284885421,#AppleEvent2025,2025-10-03 15:00:00,58,5,63,15,afternoon,Friday,0
79877421059551614_4558208946,#AppleEvent2025,2025-07-25 09:00:00,218,4,222,9,morning,Friday,0
64905982734734000_4647559468,#AppleEvent2025,2025-08-25 16:00:00,162,7,169,16,afternoon,Monday,0
24059748859280768_0774896423,#AppleEvent2025,2025-10-03 17:00:00,110,1,111,17,afternoon,Friday,0
09925302797096745_8682878780,#AppleEvent2025,2025-09-29 16:00:00,269,7,276,16,afternoon,Monday,0
19424356234863830_4556669626,#AppleEvent2025,2025-09-30 15:00:00,31,3,34,15,afternoon,Tuesday,0
53801489391211397_8100884418,#AppleEvent2025,2025-08-20 23:00:00,212,5,217,23,evening,Wednesday,0
68989295451915545_8754970150,#AppleEvent2025,2025-09-03 22:00:00,383,7,390,22,evening,Wednesday,1
23611371441710998_2012045001,#AppleEvent2025,2025-09-08 17:00:00,152,3,155,17,afternoon,Monday,0
58676258294273135_5822707947,#AppleEvent2025,2025-09-24 16:00:00,18,0,18,16,afternoon,Wednesday,0
74879107672176006_6694987293,#AppleEvent2025,2025-09-10 14:00:00,345,9,354,14,afternoon,Wednesday,0
22735000853812017_1684531462,#AppleEvent2025,2025-10-08 08:00:00,91,3,94,8,morning,Wednesday,0
41327650895457833_5536965330,#AppleEvent2025,2025-09-03 03:00:00,208,6,214,3,night,Wednesday,0
49944857010898780_4145641086,#AppleEvent2025,2025-09-26 23:00:00,101,2,103,23,evening,Friday,0
51581671083209575_5886937000,#AppleEvent2025,2025-08-22 14:00:00,204,8,212,14,afternoon,Friday,0
00753987620380698_7623687924,#AppleEvent2025,2025-07-26 21:00:00,216,10,226,21,evening,Saturday,0
68148141964529107_1495066123,#AppleEvent2025,2025-09-23 13:00:00,133,3,136,13,afternoon,Tuesday,0
40790713911171436_5101525595,#AppleEvent2025,2025-08-14 15:00:00,154,2,156,15,afternoon,Thursday,0
02571844560883332_5305460284,#AppleEvent2025,2025-08-18 12:00:00,162,6,168,12,afternoon,Monday,0
47636722989987083_0780286313,#AppleEvent2025,2025-08-04 12:00:00,122,0,122,12,afternoon,Monday,0
84074654545162748_7848024419,#AppleEvent2025,2025-09-25 22:00:00,743,26,769,22,evening,Thursday,1
88438122291833057_2484667041,#AppleEvent2025,2025-09-09 11:00:00,285,12,297,11,morning,Tuesday,0
14035857803875427_6732952890,#AppleEvent2025,2025-08-16 10:00:00,0,2,2,10,morning,Saturday,0
35250339039381313_7659620679,#AppleEvent2025,2025-07-18 22:00:00,56,1,57,22,evening,Friday,0
65733154576329732_1426012920,#AppleEvent2025,2025-09-24 09:00:00,621,15,636,9,morning,Wednesday,1
71175656748227564_6228206692,#AppleEvent2025,2025-09-01 04:00:00,150,2,152,4,night,Monday,0
71683658955452241_7077977849,#AppleEvent2025,2025-10-09 12:00:00,125,6,131,12,afternoon,Thursday,0
33102426199454405_0771356452,#AppleEvent2025,2025-08-27 12:00:00,65,1,66,12,afternoon,Wednesday,0
27315388182898671_9290544274,#AppleEvent2025,2025-08-17 15:00:00,168,5,173,15,afternoon,Sunday,0
84766235754816919_9183202360,#AppleEvent2025,2025-09-15 09:00:00,291,13,304,9,morning,Monday,0
32790824494630117_0621463049,#AppleEvent2025,2025-09-11 12:00:00,313,10,323,12,afternoon,Thursday,0
02997549869344505_9159445385,#AppleEvent2025,2025-09-21 07:00:00,821,26,847,7,morning,Sunday,1
08880583928422818_6566823879,#AppleEvent2025,2025-08-13 18:00:00,246,3,249,18,evening,Wednesday,0
47618657025014008_2242809023,#AppleEvent2025,2025-07-24 20:00:00,269,9,278,20,evening,Thursday,0
53753000362685636_1910697477,#AppleEvent2025,2025-09-03 08:00:00,99,5,104,8,morning,Wednesday,0
55724958876214728_5641286132,#AppleEvent2025,2025-08-15 01:00:00,223,6,229,1,night,Friday,0
04115456821250325_4850139890,#AppleEvent2025,2025-07-23 17:00:00,49,2,51,17,afternoon,Wednesday,0
09887856990499141_3928433118,#AppleEvent2025,2025-09-26 20:00:00,128,3,131,20,evening,Friday,0
75046855110967357_1913963264,#AppleEvent2025,2025-10-07 07:00:00,253,4,257,7,morning,Tuesday,0
29861844814473156_9328802038,#AppleEvent2025,2025-09-06 00:00:00,0,12,12,0,night,Saturday,0
92737187317102435_9166233930,#AppleEvent2025,2025-09-07 08:00:00,88,3,91,8,morning,Sunday,0
15373825182523427_8602973610,#AppleEvent2025,2025-09-27 08:00:00,1118,31,1149,8,morning,Saturday,2
66464267399362766_7747965567,#AppleEvent2025,2025-08-21 20:00:00,104,1,105,20,evening,Thursday,0
75923431035188873_5841200142,#AppleEvent2025,2025-09-28 21:00:00,148,6,154,21,evening,Sunday,0
22382358518963979_4466591805,#AppleEvent2025,2025-10-03 02:00:00,426,15,441,2,night,Friday,1
83342366623197005_7301336964,#AppleEvent2025,2025-09-10 16:00:00,247,9,256,16,afternoon,Wednesday,0
14410083921373742_4365030306,#AppleEvent2025,2025-08-27 10:00:00,150,2,152,10,morning,Wednesday,0
89007320058970165_0065245527,#AppleEvent2025,2025-10-03 21:00:00,62,2,64,21,evening,Friday,0
49330192323253312_5728704730,#AppleEvent2025,2025-08-23 08:00:00,46,3,49,8,morning,Saturday,0
47774689823199904_5691416054,#AppleEvent2025,2025-09-23 01:00:00,63,1,64,1,night,Tuesday,0
59849117019003099_8755431640,#AppleEvent2025,2025-09-25 13:00:00,85,2,87,13,afternoon,Thursday,0
19438861389319316_0867423920,#AppleEvent2025,2025-10-03 15:00:00,242,5,247,15,afternoon,Friday,0
48720084001359480_6351702730,#AppleEvent2025,2025-09-08 21:00:00,325,6,331,21,evening,Monday,0
61469222409516728_8896677722,#AppleEvent2025,2025-07-18 07:00:00,474,6,480,7,morning,Friday,1
62794832708105722_7674186338,#AppleEvent2025,2025-07-26 03:00:00,145,4,149,3,night,Saturday,0
90308285805529203_1716925281,#AppleEvent2025,2025-09-23 04:00:00,0,10,10,4,night,Tuesday,0
79441889816971106_4113866815,#AppleEvent2025,2025-09-20 14:00:00,366,8,374,14,afternoon,Saturday,0
74514704533764451_8699574121,#AppleEvent2025,2025-10-02 10:00:00,541,19,560,10,morning,Thursday,1
50956857427717333_5218207557,#AppleEvent2025,2025-07-25 12:00:00,316,8,324,12,afternoon,Friday,0
56320539758423431_6905298597,#AppleEvent2025,2025-10-06 03:00:00,481,11,492,3,night,Monday,1
35440257263923405_2546110292,#AppleEvent2025,2025-09-28 06:00:00,95,2,97,6,morning,Sunday,0
71436068932162359_3354531391,#AppleEvent2025,2025-09-27 22:00:00,582,15,597,22,evening,Saturday,1
16430460950691339_2190395219,#AppleEvent2025,2025-07-21 16:00:00,317,15,332,16,afternoon,Monday,0
24502440973718357_3657260439,#AppleEvent2025,2025-09-20 09:00:00,82,3,85,9,morning,Saturday,0
78165544255532453_3204032216,#AppleEvent2025,2025-09-01 22:00:00,177,6,183,22,evening,Monday,0
42967296079162501_4786093738,#AppleEvent2025,2025-07-29 16:00:00,309,0,309,16,afternoon,Tuesday,0
03327155517348138_3024759872,#AppleEvent2025,2025-08-06 22:00:00,82,3,85,22,evening,Wednesday,0
23921071032721763_4717032993,#AppleEvent2025,2025-10-05 13:00:00,123,3,126,13,afternoon,Sunday,0
43968989559337526_7460863944,#AppleEvent2025,2025-09-07 01:00:00,80,3,83,1,night,Sunday,0
36796829729333581_3074716271,#AppleEvent2025,2025-08-29 06:00:00,36,1,37,6,morning,Friday,0
57642844143360837_8214958055,#AppleEvent2025,2025-09-21 01:00:00,66,3,69,1,night,Sunday,0
66962987156976225_9747099138,#AppleEvent2025,2025-09-04 20:00:00,90,3,93,20,evening,Thursday,0
91281175374660402_9837801433,#AppleEvent2025,2025-09-03 03:00:00,317,11,328,3,night,Wednesday,0
53143196108795028_1695461533,#AppleEvent2025,2025-10-09 12:00:00,285,7,292,12,afternoon,Thursday,0
82451003766758371_7693381045,#AppleEvent2025,2025-10-09 04:00:00,385,8,393,4,night,Thursday,1
02543932636073449_5634778891,#AppleEvent2025,2025-09-26 18:00:00,195,7,202,18,evening,Friday,0
68684043022294447_2904533038,#AppleEvent2025,2025-08-27 15:00:00,187,3,190,15,afternoon,Wednesday,0
45750253411621986_8570909033,#AppleEvent2025,2025-09-29 11:00:00,173,5,178,11,morning,Monday,0
75372277553653331_9080805081,#AppleEvent2025,2025-09-13 18:00:00,514,14,528,18,evening,Saturday,1
94912601751991052_4722343120,#AppleEvent2025,2025-08-23 08:00:00,169,5,174,8,morning,Saturday,0
85635258540806859_2804154020,#AppleEvent2025,2025-09-04 11:00:00,136,3,139,11,morning,Thursday,0
24098729379660705_5311490334,#AppleEvent2025,2025-07-27 20:00:00,628,20,648,20,evening,Sunday,1
08422561915724679_6482159216,#AppleEvent2025,2025-10-02 06:00:00,75,1,76,6,morning,Thursday,0
05450548108030819_5027456761,#AppleEvent2025,2025-08-07 11:00:00,366,15,381,11,morning,Thursday,0
01017136148073524_3597837179,#AppleEvent2025,2025-09-05 23:00:00,194,7,201,23,evening,Friday,0
44297806086178520_4272327059,#AppleEvent2025,2025-08-27 00:00:00,245,12,257,0,night,Wednesday,0
53049211517402889_3251872543,#AppleEvent2025,2025-09-03 17:00:00,142,2,144,17,afternoon,Wednesday,0
63860992285285048_8788647200,#AppleEvent2025,2025-09-01 05:00:00,231,5,236,5,night,Monday,0
62000477628911091_1158510597,#AppleEvent2025,2025-10-08 06:00:00,53,2,55,6,morning,Wednesday,0
29768056115816515_5182772313,#AppleEvent2025,2025-09-03 19:00:00,722,22,744,19,evening,Wednesday,1
71509641406795576_1967195668,#AppleEvent2025,2025-08-26 11:00:00,528,14,542,11,morning,Tuesday,1
09535221648511052_8488748895,#AppleEvent2025,2025-09-14 02:00:00,132,2,134,2,night,Sunday,0
42917282342608560_9081414420,#AppleEvent2025,2025-10-05 23:00:00,186,6,192,23,evening,Sunday,0
34196336178019877_9716930819,#AppleEvent2025,2025-10-01 17:00:00,497,17,514,17,afternoon,Wednesday,1
45528381517542763_3118665638,#AppleEvent2025,2025-10-08 04:00:00,66,0,66,4,night,Wednesday,0
79339919546445513_2275570064,#AppleEvent2025,2025-09-13 17:00:00,170,7,177,17,afternoon,Saturday,0
73774423336282987_9415488470,#AppleEvent2025,2025-09-09 22:00:00,1010,50,1060,22,evening,Tuesday,1
78396665607656628_1116238303,#AppleEvent2025,2025-09-06 21:00:00,463,12,475,21,evening,Saturday,1
64206522633437765_3040278658,#AppleEvent2025,2025-09-21 07:00:00,359,8,367,7,morning,Sunday,0
70224646408269362_8287719009,#AppleEvent2025,2025-09-11 13:00:00,25,2,27,13,afternoon,Thursday,0
35040356506024112_4094156004,#AppleEvent2025,2025-09-08 12:00:00,558,19,577,12,afternoon,Monday,1
20996961294190223_0150522555,#AppleEvent2025,2025-09-04 23:00:00,78,2,80,23,evening,Thursday,0
90317818259915194_4241037236,#AppleEvent2025,2025-09-06 11:00:00,0,10,10,11,morning,Saturday,0
57354339082329469_4218568028,#AppleEvent2025,2025-09-26 18:00:00,150,8,158,18,evening,Friday,0
39686044114828738_0591358584,#AppleEvent2025,2025-09-19 23:00:00,278,6,284,23,evening,Friday,0
58269144649326866_5280387414,#AppleEvent2025,2025-10-07 21:00:00,661,26,687,21,evening,Tuesday,1
25265702109372444_8865313108,#AppleEvent2025,2025-09-15 18:00:00,235,13,248,18,evening,Monday,0
40621044115627394_9640929707,#AppleEvent2025,2025-10-02 14:00:00,250,5,255,14,afternoon,Thursday,0
40770619430695057_5588315975,#AppleEvent2025,2025-08-16 12:00:00,218,6,224,12,afternoon,Saturday,0
58140848394370793_7009430119,#AppleEvent2025,2025-09-25 14:00:00,335,15,350,14,afternoon,Thursday,0
72788861545551629_9521617740,#AppleEvent2025,2025-10-08 22:00:00,402,10,412,22,evening,Wednesday,1
24847737588723505_7284349015,#AppleEvent2025,2025-09-30 23:00:00,194,8,202,23,evening,Tuesday,0
03531452006751832_1202961807,#AppleEvent2025,2025-07-17 11:00:00,379,9,388,11,morning,Thursday,1
03956567455676777_2710779299,#AppleEvent2025,2025-09-23 05:00:00,305,5,310,5,night,Tuesday,0
96792283907721989_1836804646,#AppleEvent2025,2025-08-22 09:00:00,92,2,94,9,morning,Friday,0
24247886007974057_6314920121,#AppleEvent2025,2025-07-24 20:00:00,980,27,1007,20,evening,Thursday,1
85799035712111633_5976435923,#AppleEvent2025,2025-07-22 05:00:00,33,0,33,5,night,Tuesday,0
58055015064900457_7423259065,#AppleEvent2025,2025-08-06 17:00:00,1004,14,1018,17,afternoon,Wednesday,1
62637759262081940_0447602897,#AppleEvent2025,2025-09-30 23:00:00,1805,50,1855,23,evening,Tuesday,2
67595677602152728_1072421593,#AppleEvent2025,2025-08-07 21:00:00,124,3,127,21,evening,Thursday,0
40324965877098828_1737068243,#AppleEvent2025,2025-10-08 03:00:00,192,3,195,3,night,Wednesday,0
36166494869473811_0603052296,#AppleEvent2025,2025-09-29 14:00:00,425,0,425,14,afternoon,Monday,1
07541297876192834_4426115476,#AppleEvent2025,2025-10-09 09:00:00,267,10,277,9,morning,Thursday,0
41844729666208578_0410662664,#AppleEvent2025,2025-09-05 14:00:00,245,5,250,14,afternoon,Friday,0
39164370867549882_7193298068,#AppleEvent2025,2025-08-16 09:00:00,97,3,100,9,morning,Saturday,0
07752478048186468_9171163056,#AppleEvent2025,2025-08-27 19:00:00,100,1,101,19,evening,Wednesday,0
55146121550294377_6228582396,#AppleEvent2025,2025-10-07 01:00:00,355,7,362,1,night,Tuesday,0
86096108182671037_3355755881,#AppleEvent2025,2025-09-10 13:00:00,32,1,33,13,afternoon,Wednesday,0
64550338763205664_6583890656,#AppleEvent2025,2025-09-04 00:00:00,298,8,306,0,night,Thursday,0
99197419902391980_0474635054,#AppleEvent2025,2025-09-10 21:00:00,106,3,109,21,evening,Wednesday,0
45830284486037215_7177909891,#AppleEvent2025,2025-09-19 12:00:00,68,3,71,12,afternoon,Friday,0
35521000113175606_8394819005,#AppleEvent2025,2025-09-02 18:00:00,302,10,312,18,evening,Tuesday,0
17768755780758574_1873546682,#AppleEvent2025,2025-08-22 07:00:00,57,4,61,7,morning,Friday,0
10381975463516856_6100778922,#AppleEvent2025,2025-08-08 03:00:00,717,18,735,3,night,Friday,1
85520047365117065_8131088530,#AppleEvent2025,2025-07-31 11:00:00,212,5,217,11,morning,Thursday,0
85807852814631313_4690084004,#AppleEvent2025,2025-10-04 01:00:00,0,16,16,1,night,Saturday,0
90353651119507688_4395291251,#AppleEvent2025,2025-08-08 01:00:00,308,6,314,1,night,Friday,0
22689371493073355_3593388008,#AppleEvent2025,2025-09-07 22:00:00,237,3,240,22,evening,Sunday,0
36385659163552225_5816436427,#AppleEvent2025,2025-08-01 04:00:00,97,2,99,4,night,Friday,0
52292465308429030_8562822300,#AppleEvent2025,2025-09-24 02:00:00,363,8,371,2,night,Wednesday,0
73248603422337240_2107883101,#AppleEvent2025,2025-10-07 05:00:00,458,17,475,5,night,Tuesday,1
95228249992275331_4326004559,#AppleEvent2025,2025-09-25 11:00:00,403,13,416,11,morning,Thursday,1
00641792952275096_9881581985,#AppleEvent2025,2025-09-29 04:00:00,221,6,227,4,night,Monday,0
54165527074265931_0503848269,#AppleEvent2025,2025-07-31 06:00:00,358,10,368,6,morning,Thursday,0
95863423720118145_3486537747,#AppleEvent2025,2025-08-24 15:00:00,86,3,89,15,afternoon,Sunday,0
93203250883679296_5714539648,#AppleEvent2025,2025-08-11 09:00:00,21,0,21,9,morning,Monday,0
83470630136366833_7950812225,#AppleEvent2025,2025-09-23 03:00:00,466,20,486,3,night,Tuesday,1
80687562533924763_7348554915,#AppleEvent2025,2025-09-05 02:00:00,104,0,104,2,night,Friday,0
68249348710843911_8883873256,#AppleEvent2025,2025-10-02 16:00:00,74,2,76,16,afternoon,Thursday,0
87368447164848994_0155560187,#AppleEvent2025,2025-09-05 10:00:00,118,5,123,10,morning,Friday,0
37427920958721306_1598252783,#AppleEvent2025,2025-10-09 09:00:00,351,17,368,9,morning,Thursday,0
03216491239985312_8897927988,#AppleEvent2025,2025-07-20 13:00:00,126,3,129,13,afternoon,Sunday,0
33821303085243762_8763661199,#AppleEvent2025,2025-08-29 19:00:00,180,0,180,19,evening,Friday,0
69998739252701722_1864172927,#AppleEvent2025,2025-08-17 15:00:00,0,5,5,15,afternoon,Sunday,0
60340844354270457_6159787364,#AppleEvent2025,2025-09-13 15:00:00,47,0,47,15,afternoon,Saturday,0
84329382165491584_7874002595,#AppleEvent2025,2025-10-01 04:00:00,346,8,354,4,night,Wednesday,0
14041565376968164_5430946388,#AppleEvent2025,2025-09-03 03:00:00,432,12,444,3,night,Wednesday,1
11298812858653625_4897080483,#AppleEvent2025,2025-09-20 09:00:00,295,7,302,9,morning,Saturday,0
13760855296171412_6185670414,#AppleEvent2025,2025-08-27 17:00:00,395,13,408,17,afternoon,Wednesday,1
05965683311492594_1664522175,#AppleEvent2025,2025-07-21 03:00:00,521,15,536,3,night,Monday,1
95206209533725466_3389281064,#AppleEvent2025,2025-10-06 00:00:00,1694,41,1735,0,night,Monday,2
65673165353236885_9404623427,#AppleEvent2025,2025-09-21 19:00:00,66,5,71,19,evening,Sunday,0
25559472579777645_8778597303,#AppleEvent2025,2025-10-06 13:00:00,633,28,661,13,afternoon,Monday,1
35555605825665761_7147456730,#AppleEvent2025,2025-10-07 03:00:00,627,17,644,3,night,Tuesday,1
39644479300227899_5065051534,#AppleEvent2025,2025-09-23 02:00:00,108,2,110,2,night,Tuesday,0
20037786404110911_0571709325,#AppleEvent2025,2025-09-16 09:00:00,224,4,228,9,morning,Tuesday,0
78662824345222164_7332957213,#AppleEvent2025,2025-09-25 11:00:00,82,1,83,11,morning,Thursday,0
89455564801017833_6183619901,#AppleEvent2025,2025-10-03 12:00:00,120,1,121,12,afternoon,Friday,0
66348417891807655_9851117239,#AppleEvent2025,2025-07-18 05:00:00,132,4,136,5,night,Friday,0
96476691065738777_6718647149,#AppleEvent2025,2025-08-27 13:00:00,123,2,125,13,afternoon,Wednesday,0
59948691920001414_6776876979,#AppleEvent2025,2025-10-04 09:00:00,116,2,118,9,morning,Saturday,0
52167671647092029_8776577023,#AppleEvent2025,2025-08-28 19:00:00,167,0,167,19,evening,Thursday,0
80316859376478012_8688332929,#AppleEvent2025,2025-09-03 21:00:00,157,7,164,21,evening,Wednesday,0
26020927928635314_0628902192,#AppleEvent2025,2025-09-08 12:00:00,143,1,144,12,afternoon,Monday,0
27963950690826389_7537526772,#AppleEvent2025,2025-09-23 11:00:00,139,3,142,11,morning,Tuesday,0
23755095108630397_9190279324,#AppleEvent2025,2025-09-24 15:00:00,358,7,365,15,afternoon,Wednesday,0
96963325618006018_4239582145,#AppleEvent2025,2025-09-23 23:00:00,792,27,819,23,evening,Tuesday,1
94875357256255985_2760207030,#AppleEvent2025,2025-10-03 09:00:00,83,0,83,9,morning,Friday,0
31322643684763105_9147438845,#AppleEvent2025,2025-09-02 17:00:00,144,3,147,17,afternoon,Tuesday,0
37022267560241066_8667452806,#AppleEvent2025,2025-08-20 05:00:00,391,16,407,5,night,Wednesday,1
71017864169525562_0215311362,#AppleEvent2025,2025-09-30 05:00:00,485,14,499,5,night,Tuesday,1
21148907198787688_0036943718,#AppleEvent2025,2025-10-03 21:00:00,59,1,60,21,evening,Friday,0
27320240491770000_5945058781,#AppleEvent2025,2025-10-01 06:00:00,67,4,71,6,morning,Wednesday,0
57251261648272656_8909518733,#AppleEvent2025,2025-09-11 23:00:00,266,4,270,23,evening,Thursday,0
09893519536226453_7247792329,#AppleEvent2025,2025-09-27 22:00:00,613,19,632,22,evening,Saturday,1
66507753409878281_7330359367,#AppleEvent2025,2025-09-09 11:00:00,0,8,8,11,morning,Tuesday,0
86278949796903768_8634441686,#AppleEvent2025,2025-09-24 18:00:00,64,0,64,18,evening,Wednesday,0
77895813971735970_8521838791,#AppleEvent2025,2025-08-10 06:00:00,265,11,276,6,morning,Sunday,0
53431912616948963_0173555704,#AppleEvent2025,2025-08-12 23:00:00,476,14,490,23,evening,Tuesday,1
41681706540737321_5667922479,#AppleEvent2025,2025-08-22 17:00:00,48,3,51,17,afternoon,Friday,0
70574538242055876_4026699794,#AppleEvent2025,2025-09-25 11:00:00,130,3,133,11,morning,Thursday,0
67782170149409127_7964632278,#AppleEvent2025,2025-10-03 03:00:00,425,11,436,3,night,Friday,1
41632841148155966_4246660368,#AppleEvent2025,2025-09-27 04:00:00,342,13,355,4,night,Saturday,0
05648514861325781_5198794986,#AppleEvent2025,2025-10-03 07:00:00,518,13,531,7,morning,Friday,1
47445811018192026_8007822660,#AppleEvent2025,2025-08-22 08:00:00,223,5,228,8,morning,Friday,0
57900155649944644_4175058142,#AppleEvent2025,2025-10-01 19:00:00,582,22,604,19,evening,Wednesday,1
41627069342463565_0848671690,#AppleEvent2025,2025-10-04 08:00:00,223,7,230,8,morning,Saturday,0
06639879382621312_0981629444,#AppleEvent2025,2025-09-07 17:00:00,158,4,162,17,afternoon,Sunday,0
10033417620295011_4801989579,#AppleEvent2025,2025-09-05 05:00:00,333,11,344,5,night,Friday,0
88116967915211066_6140630445,#AppleEvent2025,2025-09-15 06:00:00,174,7,181,6,morning,Monday,0
06849776936007860_6553267364,#AppleEvent2025,2025-09-27 14:00:00,25,1,26,14,afternoon,Saturday,0
72900783767130710_4422182998,#AppleEvent2025,2025-09-04 21:00:00,86,4,90,21,evening,Thursday,0
95494971530279605_3947161298,#AppleEvent2025,2025-09-17 19:00:00,129,2,131,19,evening,Wednesday,0
53168906557272618_4532042792,#AppleEvent2025,2025-09-30 16:00:00,96,1,97,16,afternoon,Tuesday,0
07673525752257045_1944737810,#AppleEvent2025,2025-08-06 06:00:00,92,6,98,6,morning,Wednesday,0
77819142086518078_7270246474,#AppleEvent2025,2025-10-04 17:00:00,316,10,326,17,afternoon,Saturday,0
59970239971803580_6073364068,#AppleEvent2025,2025-09-26 02:00:00,467,16,483,2,night,Friday,1
29182326912049333_5134094888,#AppleEvent2025,2025-10-05 12:00:00,382,9,391,12,afternoon,Sunday,1
45367616667520728_2151324755,#AppleEvent2025,2025-09-04 17:00:00,60,1,61,17,afternoon,Thursday,0
22253051386065116_3524065664,#AppleEvent2025,2025-10-02 23:00:00,108,0,108,23,evening,Thursday,0
70876063600732757_0010120705,#AppleEvent2025,2025-10-02 19:00:00,0,12,12,19,evening,Thursday,0
72710377975601919_6095169273,#AppleEvent2025,2025-09-19 23:00:00,185,5,190,23,evening,Friday,0
41935424965862975_0286467919,#AppleEvent2025,2025-10-05 10:00:00,34,1,35,10,morning,Sunday,0
66937410152600873_7370315149,#AppleEvent2025,2025-09-01 12:00:00,82,1,83,12,afternoon,Monday,0
56471755398825429_4665483057,#AppleEvent2025,2025-09-17 21:00:00,110,4,114,21,evening,Wednesday,0
23705222210824750_0777400502,#AppleEvent2025,2025-09-27 00:00:00,471,16,487,0,night,Saturday,1
76878423641403979_6272501468,#AppleEvent2025,2025-09-30 22:00:00,544,12,556,22,evening,Tuesday,1
73007238328176345_0074511467,#AppleEvent2025,2025-09-06 00:00:00,458,12,470,0,night,Saturday,1
09385193904498854_6283403883,#AppleEvent2025,2025-08-27 22:00:00,269,0,269,22,evening,Wednesday,0
